,fpr_log,tpr_log
0,0.0,0.0
1,0.0,0.018018018018018018
2,0.0,0.06306306306306306
3,1.406647817585911e-05,0.06306306306306306
4,1.406647817585911e-05,0.16216216216216217
5,4.219943452757733e-05,0.16216216216216217
6,4.219943452757733e-05,0.1981981981981982
7,5.626591270343644e-05,0.1981981981981982
8,5.626591270343644e-05,0.25225225225225223
9,7.033239087929556e-05,0.25225225225225223
10,7.033239087929556e-05,0.27927927927927926
11,8.439886905515466e-05,0.27927927927927926
12,8.439886905515466e-05,0.2972972972972973
13,9.846534723101377e-05,0.2972972972972973
14,9.846534723101377e-05,0.32432432432432434
15,0.00011253182540687288,0.32432432432432434
16,0.00011253182540687288,0.42342342342342343
17,0.000126598303582732,0.42342342342342343
18,0.000126598303582732,0.46846846846846846
19,0.0001406647817585911,0.46846846846846846
20,0.0001406647817585911,0.4864864864864865
21,0.0001547312599344502,0.4864864864864865
22,0.0001547312599344502,0.5045045045045045
23,0.00016879773811030933,0.5045045045045045
24,0.00016879773811030933,0.5315315315315315
25,0.00018286421628616842,0.5315315315315315
26,0.00018286421628616842,0.5495495495495496
27,0.00019693069446202754,0.5495495495495496
28,0.00019693069446202754,0.5675675675675675
29,0.00022506365081374576,0.5675675675675675
30,0.00022506365081374576,0.5855855855855856
31,0.000253196607165464,0.5855855855855856
32,0.000253196607165464,0.5945945945945946
33,0.0002672630853413231,0.5945945945945946
34,0.0002672630853413231,0.6036036036036037
35,0.0003094625198689004,0.6036036036036037
36,0.0003094625198689004,0.6126126126126126
37,0.00032352899804475953,0.6126126126126126
38,0.00032352899804475953,0.6486486486486487
39,0.0004079278670999142,0.6486486486486487
40,0.0004079278670999142,0.6756756756756757
41,0.000506393214330928,0.6756756756756757
42,0.000506393214330928,0.7027027027027027
43,0.0005204596925067871,0.7027027027027027
44,0.0005204596925067871,0.7117117117117117
45,0.0005345261706826462,0.7117117117117117
46,0.0005345261706826462,0.7207207207207207
47,0.0005485926488585053,0.7207207207207207
48,0.0005485926488585053,0.7297297297297297
49,0.0006329915179136599,0.7297297297297297
50,0.0006329915179136599,0.7387387387387387
51,0.0006470579960895191,0.7387387387387387
52,0.0006470579960895191,0.7477477477477478
53,0.0006611244742653782,0.7477477477477478
54,0.0006611244742653782,0.7567567567567568
55,0.001012786428661856,0.7567567567567568
56,0.001012786428661856,0.7657657657657657
57,0.0014207142957617701,0.7657657657657657
58,0.0014207142957617701,0.7747747747747747
59,0.0016176449902237976,0.7747747747747747
60,0.0016176449902237976,0.7837837837837838
61,0.0016879773811030933,0.7837837837837838
62,0.0016879773811030933,0.7927927927927928
63,0.0018849080755651208,0.7927927927927928
64,0.0018849080755651208,0.8018018018018018
65,0.0018989745537409798,0.8018018018018018
66,0.0018989745537409798,0.8108108108108109
67,0.003347821805854468,0.8108108108108109
68,0.003347821805854468,0.8198198198198198
69,0.0054015276195298985,0.8198198198198198
70,0.0054015276195298985,0.8288288288288288
71,0.006512779395422768,0.8288288288288288
72,0.006512779395422768,0.8378378378378378
73,0.008510219296394762,0.8378378378378378
74,0.008510219296394762,0.8468468468468469
75,0.013180290050779987,0.8468468468468469
76,0.013180290050779987,0.8558558558558559
77,0.018258288672265127,0.8558558558558559
78,0.018258288672265127,0.8648648648648649
79,0.03081965368330731,0.8648648648648649
80,0.03081965368330731,0.8738738738738738
81,0.032606096411641416,0.8738738738738738
82,0.03263422936799314,0.8738738738738738
83,0.03305622371326891,0.8738738738738738
84,0.03305622371326891,0.8828828828828829
85,0.034955198267009886,0.8828828828828829
86,0.034983331223361606,0.8828828828828829
87,0.037515297295016244,0.8828828828828829
88,0.037543430251367964,0.8828828828828829
89,0.03976593380315371,0.8828828828828829
90,0.03976593380315371,0.8918918918918919
91,0.04333881925982192,0.8918918918918919
92,0.04333881925982192,0.9009009009009009
93,0.061062581761404396,0.9009009009009009
94,0.061090714717756116,0.9009009009009009
95,0.06968533288320602,0.9009009009009009
96,0.06968533288320602,0.9099099099099099
97,0.07352548142521557,0.9099099099099099
98,0.07355361438156728,0.9099099099099099
99,0.07763289305256643,0.9099099099099099
100,0.07766102600891815,0.9099099099099099
101,0.08171217172356557,0.9099099099099099
102,0.08171217172356557,0.918918918918919
103,0.09674923689355897,0.918918918918919
104,0.09679143632808654,0.918918918918919
105,0.09787455514762769,0.918918918918919
106,0.09790268810397941,0.918918918918919
107,0.10224922986031987,0.918918918918919
108,0.10230549577302331,0.918918918918919
109,0.11794741950457864,0.918918918918919
110,0.11798961893910621,0.918918918918919
111,0.12025432192541953,0.918918918918919
112,0.12028245488177125,0.918918918918919
113,0.12167503622118131,0.918918918918919
114,0.12170316917753302,0.918918918918919
115,0.12547298532866327,0.918918918918919
116,0.12550111828501498,0.918918918918919
117,0.14546145081655906,0.918918918918919
118,0.14548958377291077,0.918918918918919
119,0.1468962315904967,0.918918918918919
120,0.1468962315904967,0.9279279279279279
121,0.14781055267192753,0.9279279279279279
122,0.14781055267192753,0.9369369369369369
123,0.14821848053902745,0.9369369369369369
124,0.14821848053902745,0.9459459459459459
125,0.1531839473351057,0.9459459459459459
126,0.15321208029145741,0.9459459459459459
127,0.15388727124389867,0.9459459459459459
128,0.15388727124389867,0.954954954954955
129,0.16204582858589694,0.954954954954955
130,0.16204582858589694,0.963963963963964
131,0.1650560549155308,0.963963963963964
132,0.1650841878718825,0.963963963963964
133,0.17044351605688485,0.963963963963964
134,0.17047164901323655,0.963963963963964
135,0.2456569748632035,0.963963963963964
136,0.24569917429773108,0.963963963963964
137,0.25104443600455756,0.963963963963964
138,0.25107256896090924,0.963963963963964
139,0.2672630853413231,0.963963963963964
140,0.2672630853413231,0.972972972972973
141,0.2707093724944086,0.972972972972973
142,0.2707375054507603,0.972972972972973
143,0.2788819963145827,0.972972972972973
144,0.27891012927093445,0.972972972972973
145,0.2825674135966578,0.972972972972973
146,0.28260961303118537,0.972972972972973
147,0.33326300094245404,0.972972972972973
148,0.33329113389880577,0.972972972972973
149,0.33421952145841244,0.972972972972973
150,0.3342476544147642,0.972972972972973
151,0.3650532416198956,0.972972972972973
152,0.36508137457624734,0.972972972972973
153,0.3704407027612497,0.972972972972973
154,0.37046883571760136,0.972972972972973
155,0.3717770181879563,0.972972972972973
156,0.3718192176224839,0.972972972972973
157,0.3975749391624819,0.972972972972973
158,0.3976030721188336,0.972972972972973
159,0.4213754202360355,0.972972972972973
160,0.4214035531923872,0.972972972972973
161,0.4463574854763613,0.972972972972973
162,0.446385618432713,0.972972972972973
163,0.46277306550758884,0.972972972972973
164,0.46277306550758884,0.9819819819819819
165,0.46721807261116033,0.9819819819819819
166,0.46721807261116033,0.990990990990991
167,0.4921720048951344,0.990990990990991
168,0.49220013785148614,0.990990990990991
169,0.5197141691634666,0.990990990990991
170,0.5197423021198183,0.990990990990991
171,0.5290683771504129,0.990990990990991
172,0.5290965101067646,0.990990990990991
173,0.5606194876988648,0.990990990990991
174,0.5606476206552166,0.990990990990991
175,0.583969841470791,0.990990990990991
176,0.5839979744271426,0.990990990990991
177,0.5944212347554543,0.990990990990991
178,0.594449367711806,0.990990990990991
179,0.5949276279697852,0.990990990990991
180,0.5949557609261369,0.990990990990991
181,0.6004698203710737,0.990990990990991
182,0.6004979533274254,0.990990990990991
183,0.6091207044492271,0.990990990990991
184,0.6091629038837546,0.990990990990991
185,0.6700426214288728,0.990990990990991
186,0.6700707543852246,0.990990990990991
187,0.6716743328972725,0.990990990990991
188,0.6717024658536243,0.990990990990991
189,0.674220365447103,0.990990990990991
190,0.6742484984034547,0.990990990990991
191,0.6922957899030819,0.990990990990991
192,0.6922957899030819,1.0
193,0.7159415397167012,1.0
194,0.7160259385857562,1.0
195,0.7160962709766355,1.0
196,0.716152536889339,1.0
197,0.7277573813844228,1.0
198,0.7277855143407745,1.0
199,0.739615422486672,1.0
200,0.7396435554430237,1.0
201,0.7537662995315862,1.0
202,0.753794432487938,1.0
203,0.7795079545934085,1.0
204,0.779550154027936,1.0
205,0.7800846801986187,1.0
206,0.7801128131549704,1.0
207,0.7861895317269415,1.0
208,0.7862176646832932,1.0
209,0.7980053733946632,1.0
210,0.7980335063510149,1.0
211,0.8065437256474096,1.0
212,0.8065718586037613,1.0
213,0.825885133139216,1.0
214,0.8259132660955677,1.0
215,0.8385871629320167,1.0
216,0.8386152958883685,1.0
217,0.8388684924955339,1.0
218,0.8388966254518856,1.0
219,0.8392623538844579,1.0
220,0.8392904868408096,1.0
221,0.8400922760968337,1.0
222,0.8401204090531853,1.0
223,0.8411050625254954,1.0
224,0.8411331954818472,1.0
225,0.8458173327144083,1.0
226,0.84584546567076,1.0
227,0.8560577288264337,1.0
228,0.8560858617827855,1.0
229,0.8725577077267165,1.0
230,0.8725858406830682,1.0
231,0.872698372508475,1.0
232,0.8727265054648268,1.0
233,0.8914349214387194,1.0
234,0.8914630543950711,1.0
235,0.9032929625409686,1.0
236,0.9033210954973203,1.0
237,0.9367289811649857,1.0
238,0.9367571141213374,1.0
239,0.936799313555865,1.0
240,0.9368415129903926,1.0
241,0.9417085144392399,1.0
242,0.9417366473955916,1.0
243,0.9446343418998185,1.0
244,0.9446624748561703,1.0
245,0.9584898229030397,1.0
246,0.9585179558593915,1.0
247,0.9683926235388446,1.0
248,0.9684207564951963,1.0
249,0.9718811101264576,1.0
250,0.9719092430828093,1.0
251,0.9809117891153591,1.0
252,0.9809399220717109,1.0
253,0.9856381257824478,1.0
254,0.9856662587387995,1.0
255,0.9888593492847196,1.0
256,0.9888874822410713,1.0
257,0.9906317255348779,1.0
258,0.9906598584912295,1.0
259,0.9906739249694054,1.0
260,0.9907020579257572,1.0
261,0.9966240452377938,1.0
262,0.9966521781941455,1.0
263,0.9971867043648281,1.0
264,0.9972148373211799,1.0
265,0.9976368316664557,1.0
266,0.9976649646228074,1.0
267,0.9993529420039104,1.0
268,0.9993810749602622,1.0
269,1.0,1.0
